Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596578/filterthefuture/aditya-birla-group,"Aditya Birla Group - ""#FilterTheFuture""","Print #FilterTheFuture for Aditya Birla Group by Tonic Worldwide - This World Environment Day, Aditya Birla Group takes a step further towards cementing it...","Aditya Birla Group - ""#FilterTheFuture""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596583/working-child/cry,"CRY - ""Working Child""","Television & Cinema Working Child for CRY by Ogilvy India - In India, about 33 million children between the ages of 5 and 18 years are subject to child lab...","CRY - ""Working Child""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596584/working-child/cry,"CRY - ""Working Child""","Print Working Child for CRY by Ogilvy India - In India, about 33 million children between the ages of 5 and 18 years are subject to child labour. Through t...","CRY - ""Working Child""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596585/working-child/cry,"CRY - ""Working Child""","Print Working Child for CRY by Ogilvy India - In India, about 33 million children between the ages of 5 and 18 years are subject to child labour. Through t...","CRY - ""Working Child""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596586/working-child/cry,"CRY - ""Working Child""","Print Working Child for CRY by Ogilvy India - In India, about 33 million children between the ages of 5 and 18 years are subject to child labour. Through t...","CRY - ""Working Child""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596612/hashtags-dont-heal-young-man/khalsa-aid,"Khalsa Aid - ""Hashtags don't heal - Young Man""","Print Hashtags don't heal - Young Man for Khalsa Aid by DDB Mudra - Hashtags don't heal. To make a real difference, log on on the www.khalsaaid.org/donate...","Khalsa Aid - ""Hashtags don't heal - Young Man""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596613/hashtags-dont-heal/khalsa-aid,"Khalsa Aid - ""Hashtags don't heal""","Print Hashtags don't heal for Khalsa Aid by DDB Mudra - Hashtags don't heal. To make a real difference, log on on the www.khalsaaid.org/donate

Being one o...","Khalsa Aid - ""Hashtags don't heal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596614/hashtags-dont-heal-baby/khalsa-aid,"Khalsa Aid - ""Hashtags don't heal - Baby""","Print Hashtags don't heal - Baby for Khalsa Aid by DDB Mudra - Hashtags don't heal. To make a real difference, log on on the www.khalsaaid.org/donate Being...","Khalsa Aid - ""Hashtags don't heal - Baby""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596685/app-development-company/softhunters,"Softhunters - ""App Development Company""",E-Commerce App Development Company for Softhunters by Softhunters - Softhunters is your best Ecommerce and mobile application development company in World.,"Softhunters - ""App Development Company""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596744/lifebuoy-plastic-baba/lifebuoy,"Lifebuoy - ""Lifebuoy Plastic Baba""",Outdoor/Out of Home Lifebuoy Plastic Baba for Lifebuoy by MullenLowe Lintas Group,"Lifebuoy - ""Lifebuoy Plastic Baba""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596852/donate-to-unite/young-indians,"Young Indians - ""Donate To Unite""",Print Donate To Unite for Young Indians by  Origami Creative Concepts - #DonateToUnite,"Young Indians - ""Donate To Unite""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596853/donate-to-unite/young-indians,"Young Indians - ""Donate To Unite""",Print Donate To Unite for Young Indians by  Origami Creative Concepts - #DonateToUnite,"Young Indians - ""Donate To Unite""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596854/donate-to-unite/young-indians,"Young Indians - ""Donate To Unite""",Print Donate To Unite for Young Indians by  Origami Creative Concepts - #DonateToUnite,"Young Indians - ""Donate To Unite""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34596917/the-guardian-the-internet-but-not-as-we-know-it/the-guardian,"The Guardian - ""The Guardian – The Internet, but Not As We Know It""","Packaging, Branding & Design The Guardian – The Internet, but Not As We Know It for The Guardian - More than half of the world's population is now online,...","The Guardian - ""The Guardian – The Internet, but Not As We Know It""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597032/jockey-or-nothing-on/jockey,"Jockey - ""Jockey or Nothing (On)""",Web Film Jockey or Nothing (On) for Jockey by Law & Kenneth Saatchi & Saatchi Mumbai - The film follows a collection of electrifying dancers around Los Ang...,"Jockey - ""Jockey or Nothing (On)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597040/rana-and-smartwater/glaceau-smartwater,"Glacéau Smartwater - ""Rana and Smartwater""",Television Rana and  Smartwater for Glacéau Smartwater by Taproot Dentsu,"Glacéau Smartwater - ""Rana and Smartwater""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597042/radhika-and-smartwater/glaceau-smartwater,"Glacéau Smartwater - ""Radhika and Smartwater""",Television Radhika and Smartwater for Glacéau Smartwater by Taproot Dentsu,"Glacéau Smartwater - ""Radhika and Smartwater""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597119/samsung-technical-school-a-csr-initiative-we-care-for-the-girl-child/samsung,"Samsung - ""Samsung Technical School – A CSR Initiative - We care for the girl child""",Web Film Samsung Technical School – A CSR Initiative - We care for the girl child for Samsung by Cheil India,"Samsung - ""Samsung Technical School – A CSR Initiative - We care for the girl child""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597120/seewhathappens/ponds,"Pond's - ""#SeeWhatHappens""",Web Film #SeeWhatHappens for Pond's by Ogilvy India,"Pond's - ""#SeeWhatHappens""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597141/flicker-nahi-toh-aankhein-sahi/orient-electric,"Orient Electric - ""Flicker nahi toh aankhein sahi""","Digital Flicker nahi toh aankhein sahi for Orient Electric by Contract Advertising - Orient Electric, part of the diversified USD 2 billion CK Birla Group,...","Orient Electric - ""Flicker nahi toh aankhein sahi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597191/organ-donation-heart/biswa-bangla,"Biswa Bangla - ""Organ Donation (heart)""",Print Organ Donation (heart) for Biswa Bangla by Genesis - Don't waste your organ. Take a pledge to donate.,"Biswa Bangla - ""Organ Donation (heart)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597192/organ-donation-kidney/biswa-bangla,"Biswa Bangla - ""Organ Donation (kidney)""",Print Organ Donation (kidney) for Biswa Bangla by Genesis - Don't waste your organ. Take a pledge to donate.,"Biswa Bangla - ""Organ Donation (kidney)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597350/paint-flow/dulux,"Dulux - ""Paint flow""",Case Study Paint flow for Dulux by Taproot Dentsu,"Dulux - ""Paint flow""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597897/discoverweligama-by-marriott-hotels-resorts/weligama-bay-marriott-resort-spa,"Weligama Bay Marriott Resort & Spa - ""#DiscoverWeligama by Marriott Hotels & Resorts""",Web Film #DiscoverWeligama by Marriott Hotels & Resorts for Weligama Bay Marriott Resort & Spa by Chrisaldo Goldiloy,"Weligama Bay Marriott Resort & Spa - ""#DiscoverWeligama by Marriott Hotels & Resorts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597936/old-man/the-minds-foundation,"The Minds Foundation - ""Old man""","Print Old man for The Minds Foundation by Makani Creatives Pvt. Ltd. - In 2018, WHO labelled India as one of the ‘most depressed nations.’ Among all cases...","The Minds Foundation - ""Old man""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597937/working-professional/the-minds-foundation,"The Minds Foundation - ""Working professional""","Print Working professional for The Minds Foundation by Makani Creatives Pvt. Ltd. - In 2018, WHO labelled India as one of the ‘most depressed nations.’ Amo...","The Minds Foundation - ""Working professional""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34597938/young-girl/the-minds-foundation,"The Minds Foundation - ""Young girl""","Print Young girl for The Minds Foundation by Makani Creatives Pvt. Ltd. - In 2018, WHO labelled India as one of the ‘most depressed nations.’ Among all cas...","The Minds Foundation - ""Young girl""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598019/voiceless-victims/wildlife-sos,"Wildlife SOS - ""Voiceless Victims""",Print Voiceless Victims for Wildlife SOS by Dentsu Aegis Network - The idea stems from the fact that animals lack the voice needed to protect themselves. S...,"Wildlife SOS - ""Voiceless Victims""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598020/voiceless-victims/wildlife-sos,"Wildlife SOS - ""Voiceless Victims""",Print Voiceless Victims for Wildlife SOS by Dentsu Aegis Network - The idea stems from the fact that animals lack the voice needed to protect themselves. S...,"Wildlife SOS - ""Voiceless Victims""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598021/voiceless-victims/wildlife-sos,"Wildlife SOS - ""Voiceless Victims""",Print Voiceless Victims for Wildlife SOS by Dentsu Aegis Network - The idea stems from the fact that animals lack the voice needed to protect themselves. S...,"Wildlife SOS - ""Voiceless Victims""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598025/find-my-kind/okcupid-india,"OkCupid India - ""Find My Kind""",Television Find My Kind for OkCupid India by BBH Mumbai,"OkCupid India - ""Find My Kind""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598031/friendship-day-film/cadbury-dairy-milk,"Cadbury Dairy Milk - ""Friendship day film""",Digital Friendship day film for Cadbury Dairy Milk by Ogilvy India,"Cadbury Dairy Milk - ""Friendship day film""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598037/absolut-born-colourless/absolut,"Absolut - ""Absolut Born Colourless""",Television & Cinema Absolut Born Colourless for Absolut by Lowe Lintas India,"Absolut - ""Absolut Born Colourless""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598096/you-can-free-us/viacom18-media-pvt-ltd,"Viacom18 Media Pvt Ltd - ""You Can Free Us""",Television & Cinema You Can Free Us for Viacom18 Media Pvt Ltd by Parallel Minds - There are more than 40 million people worldwide oppressed by modern slav...,"Viacom18 Media Pvt Ltd - ""You Can Free Us""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598233/pig/gas-o-fast-antacid,"Gas-O-Fast Antacid - ""Pig""",Print Pig for Gas-O-Fast Antacid by Asatsu-DK-Fortune Communication - Bring it back to normal,"Gas-O-Fast Antacid - ""Pig""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598234/fish/gas-o-fast-antacid,"Gas-O-Fast Antacid - ""Fish""",Print Fish for Gas-O-Fast Antacid by Asatsu-DK-Fortune Communication - Bring it back to normal,"Gas-O-Fast Antacid - ""Fish""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598235/chicken/gas-o-fast-antacid,"Gas-O-Fast Antacid - ""Chicken""",Print Chicken for Gas-O-Fast Antacid by Asatsu-DK-Fortune Communication - Bring it back to normal,"Gas-O-Fast Antacid - ""Chicken""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598240/the-story-that-stays-planet-or-plastic/national-geographic-india,"National Geographic India - ""The Story That Stays: Planet Or Plastic""",Case Study The Story That Stays: Planet Or Plastic for National Geographic India by Isobar,"National Geographic India - ""The Story That Stays: Planet Or Plastic""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598270/cadbury-unity-bar/cadbury-unity-bar,"Cadbury Unity Bar - ""Cadbury Unity Bar""",Web Film Cadbury Unity Bar for Cadbury Unity Bar by Ogilvy India,"Cadbury Unity Bar - ""Cadbury Unity Bar""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598290/chase-the-sun/volkswagen-tiguan,"Volkswagen Tiguan - ""Chase The Sun""",Branded Content Chase The Sun for Volkswagen Tiguan by 22feet Tribal Worldwide,"Volkswagen Tiguan - ""Chase The Sun""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598299/short-hair/dove,"Dove - ""Short Hair""",Web Film Short Hair for Dove by Ogilvy India,"Dove - ""Short Hair""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598311/curly-hair/dove,"Dove - ""Curly Hair""",Digital Curly Hair for Dove by Ogilvy India,"Dove - ""Curly Hair""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34598312/grey-hair/dove,"Dove - ""Grey Hair""",Digital Grey Hair for Dove by Ogilvy India,"Dove - ""Grey Hair""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34599830/jeep-democracy/jeep,"Jeep - ""Jeep Democracy""",Outdoor/Out of Home Jeep Democracy for Jeep by Leo Burnett India,"Jeep - ""Jeep Democracy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600024/bad-road-buddies/apollo-apterra,"Apollo Apterra - ""Bad Road Buddies""",Integrated Media/360 Activation Bad Road Buddies for Apollo Apterra by  Wunderman Thompson South Asia - Apollo tyres have further consolidated their range...,"Apollo Apterra - ""Bad Road Buddies""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600025/mumbaimirrored/mumbai-mirror,"Mumbai Mirror - ""#MumbaiMirrored""","Web Film #MumbaiMirrored for Mumbai Mirror by  Wunderman Thompson South Asia - Mumbai Mirror, the city’s favourite compact newspaper and 2nd most rea...","Mumbai Mirror - ""#MumbaiMirrored""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600056/nbainmybackyard/nba,"NBA - ""#NBAInMyBackyard""",Web Film #NBAInMyBackyard for NBA by DDB Mudra,"NBA - ""#NBAInMyBackyard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600238/the-waterproof-saree/hamam,"Hamam - ""The Waterproof Saree""",Product Design/Development The Waterproof Saree for Hamam by Ogilvy India,"Hamam - ""The Waterproof Saree""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600241/memories-of-destination/madhya-pradesh-tourism-development-corporation,"Madhya Pradesh Tourism Development Corporation - ""Memories of Destination""",Digital Memories of Destination for Madhya Pradesh Tourism Development Corporation by Ogilvy India,"Madhya Pradesh Tourism Development Corporation - ""Memories of Destination""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600444/superheroes/hotstar,"Hotstar - ""Superheroes""",Television Superheroes for Hotstar by DDB Mudra Group,"Hotstar - ""Superheroes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600477/infant-cpr/jaslok-hospital,"Jaslok Hospital - ""Infant CPR""",Applications Infant CPR for Jaslok Hospital by  Dentsu Webchutney,"Jaslok Hospital - ""Infant CPR""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34600571/the-lynching/turtle,"Turtle - ""THE LYNCHING""","Television THE LYNCHING for Turtle by  Wunderman Thompson South Asia -  
Turtle, one of India’s most progressive fashion brands partnered with W...","Turtle - ""THE LYNCHING""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34601197/phirey-esho-kolkata/the-times-of-india,"The Times of India - ""Phirey Esho Kolkata""","Public Relations Phirey Esho Kolkata for The Times of India by  Wunderman Thompson South Asia - Background:
TOI Phirey Esho Kolkata, a campaign that celebr...","The Times of India - ""Phirey Esho Kolkata""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34601421/real-husbands-cook/kecap-abc,"Kecap ABC - ""Real Husbands Cook""","Social Media Real Husbands Cook for Kecap ABC by VMLY&R Asia - While gender equality is a much discussed issue, it remains exactly that – “discussed”. A lo...","Kecap ABC - ""Real Husbands Cook""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602125/phirey-esho-kolkata-2/the-times-of-india,"The Times of India - ""Phirey Esho Kolkata 2""","Digital Phirey Esho Kolkata 2 for The Times of India by  Wunderman Thompson South Asia - Durga Puja brings not just a Devi or Ma, but a daughter, back to h...","The Times of India - ""Phirey Esho Kolkata 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602772/makeyourchoice-film-case/mcdonalds-india,"McDonald's India - ""#MAKEYOURCHOICE (Film Case)""",Case Study #MAKEYOURCHOICE (Film Case) for McDonald's India by DDB Mudra,"McDonald's India - ""#MAKEYOURCHOICE (Film Case)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602832/beat-of-a-billion-film-case/spotify,"Spotify - ""Beat Of A Billion (Film Case)""",Branded Content Beat Of A Billion (Film Case) for Spotify by Leo Burnett India,"Spotify - ""Beat Of A Billion (Film Case)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602834/painted-by-paint/dulux,"Dulux - ""Painted By Paint """,Case Study Painted By Paint  for Dulux by Taproot Dentsu,"Dulux - ""Painted By Paint """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602910/the-story-of-bittu-the-75-year-old-student/pg-shiksha,"P&G SHIKSHA - ""The Story of Bittu, The 75-Year-Old Student""","Digital The Story of Bittu, The 75-Year-Old Student for P&G SHIKSHA by Leo Burnett India","P&G SHIKSHA - ""The Story of Bittu, The 75-Year-Old Student""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34602998/can-yoga-sell-lubricants/castrol,"Castrol - ""Can Yoga Sell Lubricants?""",Case Study Can Yoga Sell Lubricants? for Castrol by Current Global ,"Castrol - ""Can Yoga Sell Lubricants?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603000/chai-fi/keo,"Keo - ""Chai-Fi""",Case Study Chai-Fi for Keo by  Dentsu Webchutney,"Keo - ""Chai-Fi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603002/cure-1/mindopeners,"Mindopeners - ""Cure 1""",Outdoor/Out of Home Cure 1 for Mindopeners by McCann Mumbai,"Mindopeners - ""Cure 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603003/cure-2/mindopeners,"Mindopeners - ""Cure 2""",Outdoor/Out of Home Cure 2 for Mindopeners by McCann Mumbai,"Mindopeners - ""Cure 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603005/deceit/tadoba-wildlife-sanctuary,"Tadoba Wildlife Sanctuary - ""DECEIT""",Print DECEIT for Tadoba Wildlife Sanctuary by Famous Innovations,"Tadoba Wildlife Sanctuary - ""DECEIT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603193/dilsediwali/lifestyle,"Lifestyle - ""#DilSeDiwali""",Digital #DilSeDiwali for Lifestyle by J. Walter Thompson Bangalore,"Lifestyle - ""#DilSeDiwali""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603531/mother/moov,"Moov - ""Mother""",Radio Mother for Moov by McCann Mumbai,"Moov - ""Mother""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603536/painted-by-paint-2/dulux,"Dulux - ""Painted By Paint 2""",Print Painted By Paint 2 for Dulux by Taproot Dentsu,"Dulux - ""Painted By Paint 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603538/painted-by-paint-4/dulux,"Dulux - ""Painted By Paint 4""",Print Painted By Paint 4 for Dulux by Taproot Dentsu,"Dulux - ""Painted By Paint 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603543/rage/tadoba-wildlife-sanctuary,"Tadoba Wildlife Sanctuary - ""Rage""",Print Rage for Tadoba Wildlife Sanctuary by Famous Innovations,"Tadoba Wildlife Sanctuary - ""Rage""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34603555/sons-sharetheload/ariel,"Ariel - ""Sons #ShareTheLoad""",Digital Sons #ShareTheLoad for Ariel by BBDO India,"Ariel - ""Sons #ShareTheLoad""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34605748/breaking-silence-ending-violence/dw-deutsche-welle,"DW Deutsche Welle - ""Breaking Silence, Ending Violence ""","Interactive Television Breaking Silence, Ending Violence  for DW Deutsche Welle","DW Deutsche Welle - ""Breaking Silence, Ending Violence """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611456/full-page-print-innovation-front-actual/the-times-of-india,"The Times of India - ""Full Page Print Innovation - Front actual""","Print Full Page Print Innovation - Front actual for The Times of India by FCB India - On September 6, 2018, the Supreme Court of India scrapped section 377...","The Times of India - ""Full Page Print Innovation - Front actual""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611457/full-page-print-innovation-inside-jacket/the-times-of-india,"The Times of India - ""Full Page Print Innovation - Inside Jacket""","Print Full Page Print Innovation - Inside Jacket for The Times of India by FCB India - On September 6, 2018, the Supreme Court of India scrapped section 37...","The Times of India - ""Full Page Print Innovation - Inside Jacket""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611459/hoarding-alizeh/the-times-of-india,"The Times of India - ""Hoarding - Alizeh""","Print Hoarding - Alizeh for The Times of India by FCB India - On September 6, 2018, the Supreme Court of India scrapped section 377. Even though the law ha...","The Times of India - ""Hoarding - Alizeh""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611620/hampi/karnataka,"Karnataka - ""Hampi""","Print Hampi for Karnataka  by Stark Communications Pvt. Ltd. - With the theme script your adventure, Karnataka reaches out to the new set of international...","Karnataka - ""Hampi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611621/manjarabad/karnataka,"Karnataka - ""Manjarabad""","Print Manjarabad for Karnataka  by Stark Communications Pvt. Ltd. - With the theme script your adventure, Karnataka reaches out to the new set of internati...","Karnataka - ""Manjarabad""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611622/bandipur/karnataka,"Karnataka - ""Bandipur""","Print Bandipur for Karnataka  by Stark Communications Pvt. Ltd. - With the theme script your adventure, Karnataka reaches out to the new set of internation...","Karnataka - ""Bandipur""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611635/counting/5-star,"5 Star - ""Counting""",Television Counting for 5 Star by Ogilvy India,"5 Star - ""Counting""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611877/bixby-voice-forever/samsung-bixby-voice-assistant,"Samsung Bixby Voice Assistant - ""Bixby Voice Forever""",Digital Bixby Voice Forever for Samsung Bixby Voice Assistant by Cheil Worldwide Inc. - Bixby Voice Forever is the world’s first personalized Voice Assista...,"Samsung Bixby Voice Assistant - ""Bixby Voice Forever""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34611934/shutthephoneup-3-0/mankind-pharma-adk,"Mankind Pharma / ADK - ""#ShutThePhoneUp 3.0""",Web Film #ShutThePhoneUp 3.0 for Mankind Pharma / ADK by  Wunderman Thompson South Asia - There is a sudden spike in cases of adults falling prey to the pe...,"Mankind Pharma / ADK - ""#ShutThePhoneUp 3.0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34612152/voice-of-hunger-with-swiggy/swiggy,"Swiggy - ""Voice of Hunger with Swiggy""",Case Study Voice of Hunger with Swiggy for Swiggy by Dentsu Webchutney,"Swiggy - ""Voice of Hunger with Swiggy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34612159/lower-the-window-with-uber/uber,"Uber - ""Lower The Window with Uber""",Case Study Lower The Window with Uber for Uber by Dentsu Webchutney,"Uber - ""Lower The Window with Uber""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
