Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34568815/beat-the-blitz-3/gatorade,"Gatorade - ""Beat The Blitz 3""",Digital Beat The Blitz 3 for Gatorade by VMLY&R - Gatorade created “Beat The Blitz” as an engaging way to show athletes how dehydration works i...,"Gatorade - ""Beat The Blitz 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34568912/emotional-pulse/seidor,"Seidor - ""Emotional Pulse""",Applications Emotional Pulse for Seidor by Yslandia,"Seidor - ""Emotional Pulse""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34568933/orange-sports-roland-garros/orange,"Orange - ""Orange Sports / Roland Garros""",Web Site Orange Sports / Roland Garros for Orange by Newsweb - Création plateforme digitale et contenus événementiels.,"Orange - ""Orange Sports / Roland Garros""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34568943/fifa-18-more-than-a-game/ea-sports-fifa18,"EA Sports FIFA18 - ""FIFA 18 more than a game""",Digital FIFA 18 more than a game for EA Sports FIFA18 by adam&eveDDB,"EA Sports FIFA18 - ""FIFA 18 more than a game""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569190/iron-lady/pantene,"Pantene - ""Iron Lady""",Web Film Iron Lady for Pantene by Grey Worldwide - Strong is beautiful,"Pantene - ""Iron Lady""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569200/what-makes-great/ibm,"IBM - ""What makes great""",Case Study What makes great for IBM by OgilvyOne Worldwide London,"IBM - ""What makes great""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569283/kgs-back/greyhound,"Greyhound - ""KG's Back""","Television KG's Back for Greyhound by BSSP - To help KG reconnect with his glory days, we created a limited-edition KG MyTEAM Collection featuring players...","Greyhound - ""KG's Back""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569561/historical-jersey/tvmax,"TVMax - ""Historical Jersey""",Interactive Outdoor Experience Historical Jersey for TVMax by Independiente Panama - Panama´s most important monuments met the sunrise sporting the nationa...,"TVMax - ""Historical Jersey""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569705/let-hong-kong-spirit-fly/hong-kong-international-airport,"Hong Kong International Airport - ""Let Hong Kong Spirit Fly""",Television Let Hong Kong Spirit Fly for Hong Kong International Airport by Havas Hong Kong,"Hong Kong International Airport - ""Let Hong Kong Spirit Fly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569825/health-fund/cm,"CM - ""Health Fund""",Web Film Health Fund for CM by LDV United,"CM - ""Health Fund""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569959/play-your-heart-out/wilson,"Wilson - ""Play Your Heart Out""","Digital Play Your Heart Out for Wilson by Farm League - Wilson approached Farm League, tasking the Venice-based film company to come up with a fun and inve...","Wilson - ""Play Your Heart Out""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569987/argentina/verizon,"Verizon - ""Argentina """,Web Film Argentina  for Verizon by Fox Sports Marketing,"Verizon - ""Argentina """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569989/brazil/verizon,"Verizon - ""Brazil""",Web Film Brazil for Verizon by Fox Sports Marketing,"Verizon - ""Brazil""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569990/colombia/verizon,"Verizon - ""Colombia """,Web Film Colombia  for Verizon by Fox Sports Marketing,"Verizon - ""Colombia """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34569992/mexico/verizon,"Verizon - ""Mexico """,Web Film Mexico  for Verizon by Fox Sports Marketing,"Verizon - ""Mexico """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34570277/power-of-she-case-study/athleta,"Athleta - ""Power of She (Case Study)""",Case Study Power of She (Case Study) for Athleta by Yard,"Athleta - ""Power of She (Case Study)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34570463/radius-workout-begins-in-3-2-1/radius,"Radius - ""Radius Workout Begins in 3, 2, 1""","Web Film Radius Workout Begins in 3, 2, 1 for Radius by isobar","Radius - ""Radius Workout Begins in 3, 2, 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34570679/take-your-seat/sky-sports,"Sky Sports - ""Take Your Seat""",Television Take Your Seat for Sky Sports by adam&eveDDB,"Sky Sports - ""Take Your Seat""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34572077/100-years/channel-4,"Channel 4 - ""100 YEARS""","Digital 100 YEARS for Channel 4 by 4Creative - Implementation;There are many 100-year-old women living in the UK, but few with stories they want to tell on...","Channel 4 - ""100 YEARS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34572307/complexcon/adidas-originals,"adidas originals - ""ComplexCon""","Digital ComplexCon for adidas originals by Jam3 - Synopsis;Situation: Pop culture waits for no one. Instead, it marches boldly ahead, forging paths where n...","adidas originals - ""ComplexCon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34572828/bloodnormal-case-film/bodyform-libresse,"Bodyform/Libresse - ""Bloodnormal (Case Film)""",Case Study Bloodnormal (Case Film) for Bodyform/Libresse by AMV BBDO - Synopsis;We live in a world that silences and shames women for having periods. Cultu...,"Bodyform/Libresse - ""Bloodnormal (Case Film)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34575471/not-that-newlands/newlands-spring,"Newlands Spring - ""Not That Newlands""",Public Relations Not That Newlands for Newlands Spring by King James - Synopsis;Newlands Spring Brewing Co. (NSB) is a relatively small player in the clutt...,"Newlands Spring - ""Not That Newlands""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34578496/bridgestone-performance-institute/bridgestone,"Bridgestone - ""Bridgestone Performance Institute""",Case Study Bridgestone Performance Institute for Bridgestone by Publicis Sapient,"Bridgestone - ""Bridgestone Performance Institute""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34578772/lifeisarace/mercedes-amg-gt-4-door-coupe,"Mercedes AMG GT 4-Door Coupé - ""#LifeisaRace""","Television #LifeisaRace for Mercedes AMG GT 4-Door Coupé - Motor racing prodigy Lewis Hamilton already knows that timing is everything on the track, but wh...","Mercedes AMG GT 4-Door Coupé - ""#LifeisaRace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34579028/une-seule-regle-prendre-du-plaisir/decathlon,"Decathlon - ""Une seule règle : prendre du plaisir""",Television Une seule règle : prendre du plaisir for Decathlon by Rosbeef!,"Decathlon - ""Une seule règle : prendre du plaisir""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34579199/boob-balls/berlei-sports-bra,"Berlei Sports Bra - ""Boob balls""",Web Film Boob balls for Berlei Sports Bra by The Monkeys - Stop Your Boobs Playing Their Own Game,"Berlei Sports Bra - ""Boob balls""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34580470/dont-call-me-precious/nike,"Nike - ""Don't call me precious""",Television Don't call me precious for Nike by R/GA,"Nike - ""Don't call me precious""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34580522/thats-gonna-be-on-sportscenter/espn,"ESPN - ""That’s Gonna be on SportsCenter""",Television & Cinema That’s Gonna be on SportsCenter for ESPN by Droga5 - That’s Gonna be on SportsCenter is a reminder and celebration that there are momen...,"ESPN - ""That’s Gonna be on SportsCenter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34580995/marc-et-lom/parionssport,"ParionsSport - ""Marc et l’OM""",Television Marc et l’OM for ParionsSport by BETC Paris,"ParionsSport - ""Marc et l’OM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34580996/herve-et-lol/parionssport,"ParionsSport - ""Hervé et l'OL""",Television Hervé et l'OL for ParionsSport by BETC Paris,"ParionsSport - ""Hervé et l'OL""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34581031/it-all-starts-here/uefa,"UEFA - ""It All Starts Here""",Television It All Starts Here for UEFA by FCB Inferno,"UEFA - ""It All Starts Here""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34581118/more-than-you-can-imagine-1/carabao,"Carabao - ""More Than You Can Imagine 1""","Television More Than You Can Imagine 1 for Carabao by BBH Shanghai - Energy drink brand, Carabao is promoting the “green energy” burst people experience af...","Carabao - ""More Than You Can Imagine 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34581119/more-than-you-can-imagine-2/carabao,"Carabao - ""More Than You Can Imagine 2""","Television More Than You Can Imagine 2 for Carabao by BBH Shanghai - Energy drink brand, Carabao is promoting the “green energy” burst people e...","Carabao - ""More Than You Can Imagine 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34581267/libere-a-brincadeira/olympikus,"Olympikus - ""Libere a Brincadeira""",Digital Libere a Brincadeira for Olympikus by J. Walter Thompson Brazil - Anyone who watches the short film for the launch of the new Olympikus Kids collec...,"Olympikus - ""Libere a Brincadeira""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34582893/putin/tyc-sports,"TYC Sports - ""Putin""",Television Putin for TYC Sports by Mercado McCann,"TYC Sports - ""Putin""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34582932/diner/foxsports,"FoxSports - ""Diner""",Television Diner for FoxSports by Wieden + Kennedy,"FoxSports - ""Diner""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34582934/rallying-cry/nike,"Nike - ""Rallying Cry""",Television Rallying Cry for Nike by Wieden + Kennedy,"Nike - ""Rallying Cry""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34582961/quit-cable/att,"AT&T - ""Quit Cable""",Television & Cinema Quit Cable for AT&T by BBDO New York - The campaign targets current cable TV subscribers and encourages them to “quit cable” and switch...,"AT&T - ""Quit Cable""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34583039/listening-provides-energy/nuon,"Nuon - ""Listening Provides Energy""",Television Listening Provides Energy for Nuon by Lemon Scented Tea,"Nuon - ""Listening Provides Energy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34583107/hatchet-man/the-irish-examiner,"The Irish Examiner - ""Hatchet Man""",Print Hatchet Man for The Irish Examiner by Chemistry - The GAA Championships represent the sporting pinnacles of Ireland’s native field sports. For swathe...,"The Irish Examiner - ""Hatchet Man""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34583203/every-game-has-consequences/foxsports,"FoxSports - ""Every Game Has Consequences""",Television Every Game Has Consequences for FoxSports by  Machine Sound,"FoxSports - ""Every Game Has Consequences""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34583371/the-power-of-numbers/standard-chartered-bank,"Standard Chartered Bank - ""The Power of Numbers""","Digital The Power of Numbers for Standard Chartered Bank by Publicis Singapore - The Campaign

125 years is a significant milestone. But it’s more than jus...","Standard Chartered Bank - ""The Power of Numbers""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34585346/western-union-x-liverpool-fc/western-union,"Western Union - ""Western Union x Liverpool FC""",Television Western Union x Liverpool FC for Western Union by BBH,"Western Union - ""Western Union x Liverpool FC""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587279/asics-x-llmind/asics,"ASICS - ""ASICS X !llmind""","Web Film ASICS X !llmind for ASICS by United Entertainment Group - While the sports brands of today continue to push their consumers to be faster, better a...","ASICS - ""ASICS X !llmind""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587375/beer/cbs-sports-hq,"CBS Sports HQ - ""Beer""",Television Beer for CBS Sports HQ by BarrettSF,"CBS Sports HQ - ""Beer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587376/soap/cbs-sports-hq,"CBS Sports HQ - ""Soap""",Television Soap for CBS Sports HQ by BarrettSF,"CBS Sports HQ - ""Soap""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587377/aspirin/cbs-sports-hq,"CBS Sports HQ - ""Aspirin""",Television Aspirin for CBS Sports HQ by BarrettSF,"CBS Sports HQ - ""Aspirin""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587378/paper-towel/cbs-sports-hq,"CBS Sports HQ - ""Paper Towel""",Television Paper Towel for CBS Sports HQ by BarrettSF,"CBS Sports HQ - ""Paper Towel""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587633/touch-sports/internet-television,"Internet Television - ""Touch Sports""",Poster Touch Sports for Internet Television by  MEX a member of Havas   - Now you can touch TV. With the internet television from Alma TV on your smartphon...,"Internet Television - ""Touch Sports""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34587902/the-economist-world-cup/the-economist,"The Economist - ""The Economist World Cup""",Digital The Economist World Cup for The Economist by Proximity London - Any World Cup is a microcosm for the world stage but 2018’s tournament was a gift....,"The Economist - ""The Economist World Cup""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588045/amazon-claire-amazon-echo/amazon-echo,"Amazon Echo - ""Amazon - Claire, Amazon Echo""","Television & Cinema Amazon - Claire, Amazon Echo for Amazon Echo by Fred & Farid Paris - Amazon Echo connects to Alexa, a voice service in the cloud, to pl...","Amazon Echo - ""Amazon - Claire, Amazon Echo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588126/skiing/the-pyeongchang-2018-paralympic-winter-games,"The PyeongChang 2018 Paralympic Winter Games - ""Skiing""",Television & Cinema Skiing for The PyeongChang 2018 Paralympic Winter Games by BBDO Canada - Canada’s Paralympic team used data to prove how extraordinary...,"The PyeongChang 2018 Paralympic Winter Games - ""Skiing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588177/augmented-reality-ice-hockey-pizza-box/grandiosa-pizza,"Grandiosa Pizza - ""Augmented Reality Ice Hockey Pizza Box""",Digital Augmented Reality Ice Hockey Pizza Box for Grandiosa Pizza by Lahtinen Mantere Saatchi & Saatchi - The idea was to create the world’s first AR ice...,"Grandiosa Pizza - ""Augmented Reality Ice Hockey Pizza Box""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588549/who-is-the-athlete/anlene,"Anlene - ""Who is the athlete?""","Case Study Who is the athlete? for Anlene by FCB Jakarta - Problem: During Asian Games 2018, Anlene wanted to leverage the conversation regarding sports an...","Anlene - ""Who is the athlete?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588567/joy/lexus,"Lexus - ""Joy""","Television Joy for Lexus by Team One - For the 19th consecutive year, Lexus is launching its annual “December to Remember” Sales Event. The ico...","Lexus - ""Joy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588568/memories/lexus,"Lexus - ""Memories""","Television Memories for Lexus by Team One - For the 19th consecutive year, Lexus is launching its annual “December to Remember” Sales Event. The iconic mar...","Lexus - ""Memories""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588757/cricket-sa-thats-our-game/cricket-south-africa,"Cricket South Africa - ""Cricket SA - That's Our Game""",Television Cricket SA - That's Our Game for Cricket South Africa by Workbench,"Cricket South Africa - ""Cricket SA - That's Our Game""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34588918/peloton-bike-inside-a-class-commercial/peloton-bike,"Peloton Bike - ""Peloton Bike - Inside a Class Commercial""","Television Peloton Bike - Inside a Class Commercial for Peloton Bike by Dark Horses - The US fitness technology brand Peloton, which brings world-class stu...","Peloton Bike - ""Peloton Bike - Inside a Class Commercial""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589044/christmas-showdown/life-style-sports,"Life Style Sports - ""Christmas Showdown""",Web Film Christmas Showdown for Life Style Sports by Thinkhouse - Are you Ready ?,"Life Style Sports - ""Christmas Showdown""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589069/small-business-owners-backing-jody-pardue/quickbooks,"QuickBooks - ""Small Business Owners: Backing Jody Pardue""",Television Small Business Owners: Backing Jody Pardue for QuickBooks by TBWA\Chiat\Day Los Angeles - Self-employed Personal Trainer Jody Pardue and Danny D...,"QuickBooks - ""Small Business Owners: Backing Jody Pardue""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589267/shanghais-never-done/nike,"Nike - ""Shanghai’s Never Done""",Web Film Shanghai’s Never Done for Nike by Wieden + Kennedy,"Nike - ""Shanghai’s Never Done""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589281/cut-for-time-cleveland-cavs-promo-snl/cleveland-cavaliers,"Cleveland Cavaliers - ""Cut for Time: Cleveland Cavs Promo - SNL""",Television Cut for Time: Cleveland Cavs Promo - SNL for Cleveland Cavaliers by ATK PLN,"Cleveland Cavaliers - ""Cut for Time: Cleveland Cavs Promo - SNL""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589407/dare-to-sponsor/special-olympics-belgium,"Special Olympics Belgium - ""Dare to Sponsor""",Television Dare to Sponsor for Special Olympics Belgium by LDV United - Special Olympics needed to get more sponsors. In order to convince companies to spo...,"Special Olympics Belgium - ""Dare to Sponsor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589431/the-hunch/betway,"Betway - ""The Hunch""","Television The Hunch for Betway by Saatchi & Saatchi - The adverts begin with groups of friends talking amongst each other, debating which way to bet on th...","Betway - ""The Hunch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589433/the-hunch-2/betway,"Betway - ""The Hunch 2""","Television The Hunch 2 for Betway by Saatchi & Saatchi - The adverts begin with groups of friends talking amongst each other, debating which way to bet on...","Betway - ""The Hunch 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589493/sustainable-merch/tellus-bandy,"Tellus Bandy - ""Sustainable Merch""","Television Sustainable Merch for Tellus Bandy - Sports team recycles clothing from players –
creates unique merch
Each year, the average American person th...","Tellus Bandy - ""Sustainable Merch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589494/sustainable-merch-2/tellus-bandy,"Tellus Bandy - ""Sustainable Merch 2""","Packaging, Branding & Design Sustainable Merch 2 for Tellus Bandy - Sports team recycles clothing from players – creates unique merch Each year, the...","Tellus Bandy - ""Sustainable Merch 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589495/sustainable-merch-3/tellus-bandy,"Tellus Bandy - ""Sustainable Merch 3""","Packaging, Branding & Design Sustainable Merch 3 for Tellus Bandy - Sports team recycles clothing from players – creates unique merch Each year, the...","Tellus Bandy - ""Sustainable Merch 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589781/serie-a-is-back-on-bein-sports/bein-sports,"bein Sports - ""Serie A is Back on beIN Sports""",Social Media Serie A is Back on beIN Sports for bein Sports - Localised traditional Indonesian music video with a 'Dungdut' song.,"bein Sports - ""Serie A is Back on beIN Sports""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589797/zidane/hotstar,"HOTSTAR - ""Zidane""","Print Zidane for HOTSTAR by Digitalin - Football is the world’s most popular sport. During the FIFA World Cup, this game reaches its crescendo. In th...","HOTSTAR - ""Zidane""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589798/maradona/hotstar,"HOTSTAR - ""Maradona""","Print Maradona for HOTSTAR - Football is the world’s most popular sport. During the FIFA World Cup, this game reaches its crescendo. In the past, we’ve see...","HOTSTAR - ""Maradona""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589888/tinydoll-2/kleenex,"Kleenex - ""Tinydoll 2""",Case Study Tinydoll 2 for Kleenex by J. Walter Thompson Bangkok - International facial tissue brand Kleenex turned the spotlight on the problem of bullying...,"Kleenex - ""Tinydoll 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589969/pele-defining-the-man-as-a-brand/pele,"Pelé - ""Pelé ""Defining The Man As A Brand""""","Case Study Pelé ""Defining The Man As A Brand"" for Pelé by Gravity","Pelé - ""Pelé ""Defining The Man As A Brand""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589971/mnt-the-batalla-viewing-party/mexican-national-team,"Mexican National Team - ""MNT: The Batalla Viewing Party""",Case Study MNT: The Batalla Viewing Party for Mexican National Team by Gravity,"Mexican National Team - ""MNT: The Batalla Viewing Party""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589974/my-inter-jersey/inter,"Inter - ""My Inter Jersey""",Case Study My Inter Jersey for Inter by Gravity,"Inter - ""My Inter Jersey""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34589998/intelligent-all-wheel-drive-awd/intelligent-all-wheel-drive-awd,"Intelligent All-Wheel Drive (AWD) - ""Intelligent All-Wheel Drive (AWD)""",Television Intelligent All-Wheel Drive (AWD) for Intelligent All-Wheel Drive (AWD) by TMW Unlimited - INFINITI has assembled a host of Olympians and Ironme...,"Intelligent All-Wheel Drive (AWD) - ""Intelligent All-Wheel Drive (AWD)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590010/spokesbeast-reclaims-brands-top-spot-in-pop-culture/jack-links,"Jack Link's - """"Spokesbeast"" Reclaims Brand's Top Spot in Pop Culture""","Public Relations ""Spokesbeast"" Reclaims Brand's Top Spot in Pop Culture for Jack Link's by Carmichael Lynch Relate - Jack Link’s Jerky has defined the meat...","Jack Link's - """"Spokesbeast"" Reclaims Brand's Top Spot in Pop Culture""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590011/making-an-impact-with-major-media/prevent-biometrics,"Prevent Biometrics - ""Making an Impact with Major Media""",Public Relations Making an Impact with Major Media for Prevent Biometrics by Carmichael Lynch Relate - The concussion conversation is an important discussi...,"Prevent Biometrics - ""Making an Impact with Major Media""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590024/helping-disappointed-u-s-soccer-fans-find-a-new-fandom/kayak,"KAYAK - ""Helping Disappointed U.S. Soccer Fans Find a New Fandom""",Digital Helping Disappointed U.S. Soccer Fans Find a New Fandom for KAYAK by Carmichael Lynch Relate - Travel search engine Kayak.com puts all the options...,"KAYAK - ""Helping Disappointed U.S. Soccer Fans Find a New Fandom""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590177/breathe-again/nicorette,"Nicorette - ""Breathe Again""",Television Breathe Again for Nicorette by J. Walter Thompson Sydney - After a tough childhood including a missed opportunity to take up a place at the Aust...,"Nicorette - ""Breathe Again""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590356/25-live/eurosport,"Eurosport - ""25 Live""",Web Advertising/Banners 25 Live for Eurosport by Addiction Agency - Depuis 25 ans la chaine Eurosport diffuse en live les plus grands évènements sportifs....,"Eurosport - ""25 Live""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590357/25-live/eurosport,"Eurosport - ""25 Live""","Digital 25 Live for Eurosport by Addiction Agency - Depuis 25 ans la chaine Eurosport diffuse en live les plus grands évènements sportifs.
25 ans de passio...","Eurosport - ""25 Live""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34590396/lamborghini-real-lover/lamborghini,"Lamborghini - ""Lamborghini Real Lover""",Case Study Lamborghini Real Lover for Lamborghini by Havas Milan - Sant’Agata Bolognese Motor Company ended 2018 celebrating its fans community with...,"Lamborghini - ""Lamborghini Real Lover""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
